issue,title,primary finding,validator comment,status,root cause (URL),size
validation-332,Precision Loss and Potential Exploit in `DevFund::receive` Function Due to Division Before Multiplication,,remaining is there to capture dust,Unsatisfactory,,21
validation-1278,Users can mint desirable NFTs by reverting transaction,,nonReentrant is there to thwart the exploit,Unsatisfactory,,22
validation-1261,Missing Pausing Mechanism,validation-1354,Missing implementation of pausable functions,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/EntityForging/EntityForging.sol#L10,22
validation-1192,Unusable Minting Function for Subsequent Generations,validation-96,Will not get past generation 1,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/TraitForgeNft/TraitForgeNft.sol#L215,22
validation-902,Smart users can monitor the variables and try to get golden god NFT in predictable way,,Intended design for users to race grab,Unsatisfactory,,22
validation-784,"NFT minting is suceptible to ""entropy minning""",,Low QA on unneededly expensive VRF,Unsatisfactory,,22
validation-745,Distribution of genes is uneven,findings-209,Uneven distribution,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/279b2887e3d38bc219a05d332cbcb0655b2dc644/contracts/EntropyGenerator/EntropyGenerator.sol#L181,22
validation-666,No slippage control in the swap of DAOFund contract,,DAOFund.sol is OOS,Unsatisfactory,,22
validation-656,Protocol can't be paused,validation-1354,Missing implementation of pausable functions,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/EntityForging/EntityForging.sol#L10,22
validation-376,Multiple contracts cannot be paused,validation-1354,Missing implementation of pausable functions,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/EntityForging/EntityForging.sol#L10,22
validation-179,"owner can set any value as taxcut in EntityTrading contract, eventually can sends  most part of the paid eth to NukeFund contract  when a TraitForge NFT is buyed",,Owner is trusted,Unsatisfactory,,22
validation-1367,The entropy of entities is determined before mining,,Low QA on unneededly expensive VRF,Unsatisfactory,,23
validation-1342,Malicious Attacker/Node can frontrun and gain the Golden number (999999),,Intended design for users to race grab,Unsatisfactory,,23
validation-1312,`EntropyGenerator::deriveTokenParameters` counts nukeFactor not correctly,validation-170,Could round to 0 e.g. when entropy is 999999,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/EntropyGenerator/EntropyGenerator.sol#L152,23
validation-1273,EntityForging::forgeWithListed does not return extra money sent,validation-770,Excess ETH stuck in contract and not refunded,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/279b2887e3d38bc219a05d332cbcb0655b2dc644/contracts/EntityForging/EntityForging.sol#L125-L126,23
validation-1173,Invalid calculation leading to wrong nuke factor,validation-170,Could round to 0 e.g. when entropy is 999999,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/EntropyGenerator/EntropyGenerator.sol#L152,23
validation-1162,Bypassing the Check for the Number 999999,validation-154,More than 1 Golden God per generation,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/279b2887e3d38bc219a05d332cbcb0655b2dc644/contracts/EntropyGenerator/EntropyGenerator.sol#L164,23
validation-1109,Entropy Collisions Risk in forge Function of TraitForgeNft Contract,validation-477,Known issue but undisclosed on readme,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/279b2887e3d38bc219a05d332cbcb0655b2dc644/contracts/TraitForgeNft/TraitForgeNft.sol#L153-L179,23
validation-1105,"From EntropyGenerator contract, hashValue and pseudoRandomValue variables are pseudo-randomly generated, allowing for gameable NFT minting.",,Low QA on unneededly expensive VRF,Unsatisfactory,,23
validation-1044,Potential Reentrancy in claim Function,,AirDrop.sol os OOS,Unsatisfactory,,23
validation-916,onlyOwner modifier in initializeAlphaIndices() restrict forge() calling,validation-1308,Discord: Only airdrop contract will be owned by TraitForgeNft contract. Owner of the other contracts will be our multisig,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/TraitForgeNft/TraitForgeNft.sol#L353,23
validation-880,update in maxAllowedClaimDivisor can cause issue to users ,,"Commonly known issue. And, owner is trusted",Unsatisfactory,,23
validation-795,Not random,,Low QA on unneededly expensive VRF,Unsatisfactory,,23
validation-501,Pending Rewards Calculation,,Makes no difference. The intent is to have old value of info.weight taken care of prior to new update,Unsatisfactory,,23
validation-399,Use SafeTransferFrom  and safeTransfer  instead of transfer and transferFrom,,Analyzer: [L-12] Unsafe ERC20 operation(s),Unsatisfactory,,23
findings-9,Contracts can't be paused,validation-1354,Missing implementation of pausable functions,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/EntityForging/EntityForging.sol#L10,23
validation-1449,User can predict when the NFT with 999999 entropy will be minted,,Intended design for users to race grab,Unsatisfactory,,24
validation-1443,The receive function is designed to distribute incoming Ether among developers based on their weights (totalDevWeight). ,validation-1308,Partial credit as report POC is inadequate and irrelevantly link instances. Discord: Only airdrop contract will be owned by TraitForgeNft contract. Owner of the other contracts will be our multisig,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/TraitForgeNft/TraitForgeNft.sol#L353,24
validation-1380,Nuking a token that is listed for forging leads to stale data in the EntityForging contract,validation-111,Fix is desired but QA bound as there's no loss of fund entailed in the DoS,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/279b2887e3d38bc219a05d332cbcb0655b2dc644/contracts/EntityTrading/EntityTrading.sol#L20,24
validation-1314,Division by Zero,,Analyzer: [L-3] Division by zero not prevented,Unsatisfactory,,24
validation-1253,The Best Entropy Tokens Don't Mature As Fast As Intended,validation-1039,Maturing slower than expected,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/279b2887e3d38bc219a05d332cbcb0655b2dc644/contracts/NukeFund/NukeFund.sol#L147-L148,24
validation-1049,Use ReentrancyGuard,,DAOFund.sol is OOS,Unsatisfactory,,24
validation-670,[M-3] `Airdrop` contract cannot be paused because no relevant function is implemented in the `TraitForgeNft` contract,validation-1048,Inadequate control over AirDrop.sol ,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/279b2887e3d38bc219a05d332cbcb0655b2dc644/contracts/TraitForgeNft/TraitForgeNft.sol#L297,24
validation-268,reentrancy-send-eth,,Insufficient proof,Unsatisfactory,,24
validation-265,reentrancy-eth,,Insufficient proof,Unsatisfactory,,24
validation-194,Users are incentivized to wait until they get a favorable entropy value,,Low QA on unneededly expensive VRF,Unsatisfactory,,24
findings-209,Biased entropy generation,findings-209,Uneven distribution,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/279b2887e3d38bc219a05d332cbcb0655b2dc644/contracts/EntropyGenerator/EntropyGenerator.sol#L181,24
findings-105,The Golden God is not at a random point,,Intended design for users to race grab,Unsatisfactory,,24
findings-33, Unsafe use of random numbers,,Low QA on unneededly expensive VRF,Unsatisfactory,,24
findings-7,Some ETH amount will be stuck in the NukeFund contract indefinetely,,Insufficient proof alleging the stuck fund,Unsatisfactory,,24
validation-1393,`TraitForgeNft` resets generation `generationMintCounts` for forged tokens,validation-741,Unneeded reset leads to >10k per generation,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/279b2887e3d38bc219a05d332cbcb0655b2dc644/contracts/TraitForgeNft/TraitForgeNft.sol#L351,25
validation-1389,Loss of User's fund if user directly burns the NFT,,Low QA on caller mistake,Unsatisfactory,,25
validation-1359,Front Running the burn/claim of 'NukeFund::nuke',findings-165,Missing slippage to protect against fron-running,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/NukeFund/NukeFund.sol#L153-L182,25
validation-1093,Potential Manipulation of Mint Prices in TraitForgeNft Contract,,"Commonly known issue. While user cap is advised, race grab is welcome",Unsatisfactory,,25
validation-964,Malicious user may frontrun and mint tokens with best characteristics,,Low QA on unneededly expensive VRF,Unsatisfactory,,25
validation-872,Wrong usage of percentage across the codebase,validation-539,Wrong algebra applied,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/279b2887e3d38bc219a05d332cbcb0655b2dc644/contracts/NukeFund/NukeFund.sol#L41,25
validation-667,NFT operator cannot nuke the token,,"msg.sender no need be owner. OZ: (auth != address(0) && owner != auth && !isApprovedForAll(owner, auth))",Unsatisfactory,,25
validation-427,Users can bypass NukeFund tax by using third party marketplaces,,Commonly known issue on tax evasion via private transfer and deal,Unsatisfactory,,25
validation-263,arbitrary-send-eth,,Insufficient proof,Unsatisfactory,,25
validation-258,reentrancy-eth,,Insufficient proof,Unsatisfactory,,25
validation-226,Contracts cannot be paused as intended.,validation-1354,Missing implementation of pausable functions,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/EntityForging/EntityForging.sol#L10,25
validation-148,pess-uni-v2,,DAOFund.sol OOS,Unsatisfactory,,25
findings-184,"Bad randomness, attacker could receive 9999 easily.",,Intended design for users to race grab,Unsatisfactory,,25
findings-135,TraitForgeNft::_incrementGeneration resets count of already minted tokens for new generation,validation-741,Unneeded reset leads to >10k per generation,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/279b2887e3d38bc219a05d332cbcb0655b2dc644/contracts/TraitForgeNft/TraitForgeNft.sol#L351,25
validation-1460,High Probability of Missing Entropy Value 999999 (Dynamic Slot and Index Selection),validation-651,Possibly 0 golden gods in a generation,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/279b2887e3d38bc219a05d332cbcb0655b2dc644/contracts/EntropyGenerator/EntropyGenerator.sol#L206-L216,26
validation-1356,Excess fees is not transferred to user and gets locked in contract.,validation-770,Excess ETH stuck in contract and not refunded,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/279b2887e3d38bc219a05d332cbcb0655b2dc644/contracts/EntityForging/EntityForging.sol#L125-L126,26
validation-1322,Emitting Events After External Calls,,Low QA frequently reported by bots in the past,Unsatisfactory,,26
validation-1317,`EntropyGenerator::deriveTokenParameters` calculates forgePotential not correctly,validation-295,Logic discrepancy cross contract,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/EntropyGenerator/EntropyGenerator.sol#L153,26
validation-1313,Weak Pseudo-Random entropy/trait generation gives preferred selection on mint,,Low QA on unneededly expensive VRF,Unsatisfactory,,26
validation-1297,The Nuke Fund address in TraitForgeNft could be set to any contract,,Low QA on sanity check,Unsatisfactory,,26
validation-1207,In EntityTrading.sol listNFTForSale() will fail for approved by NFT owner callers,,Intended design. QA at best,Unsatisfactory,,26
validation-1177,Potential Stale Listings in listForForging Function,,Intended design. No loss of funds entailed. QA at best,Unsatisfactory,,26
validation-1148,Overflow in Pseudo-Random Value Calculation,findings-209,Uneven distribution,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/279b2887e3d38bc219a05d332cbcb0655b2dc644/contracts/EntropyGenerator/EntropyGenerator.sol#L181,26
validation-1098,User Funds May Get Locked in The EntityForging Contract,validation-770,Excess ETH stuck in contract and not refunded,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/279b2887e3d38bc219a05d332cbcb0655b2dc644/contracts/EntityForging/EntityForging.sol#L125-L126,26
validation-992,No way to pause protocol across multiple contracts,validation-1354,Missing implementation of pausable functions,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/EntityForging/EntityForging.sol#L10,26
validation-990,DAOFund is an easy target for MEV bots to exploit,,DAOFund.sol is OOS,Unsatisfactory,,26
validation-985,Improper access control in the Airdrop contract,validation-1048,Inadequate control over AirDrop.sol ,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/279b2887e3d38bc219a05d332cbcb0655b2dc644/contracts/TraitForgeNft/TraitForgeNft.sol#L297,26
validation-890,It is possible to have multiple golden god in one generation due to missing condition in writeEntropyBatch3,validation-154,More than 1 Golden God per generation,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/279b2887e3d38bc219a05d332cbcb0655b2dc644/contracts/EntropyGenerator/EntropyGenerator.sol#L164,26
validation-687,entropyGenerator#initializeAlphaIndices() will always revert outside of entropyGenerator contract,validation-1308,Discord: Only airdrop contract will be owned by TraitForgeNft contract. Owner of the other contracts will be our multisig,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/TraitForgeNft/TraitForgeNft.sol#L353,26
validation-557,divide-before-multiply,,remaining is there to capture dust,Unsatisfactory,,26
validation-269,"_isApprovedOrOwner(spender, tokenId) function is not implemented in the TraitForgeNft contract.",,"msg.sender no need be owner. OZ: (auth != address(0) && owner != auth && !isApprovedForAll(owner, auth))",Unsatisfactory,,26
validation-232,Precision loss on days,validation-471,Likely significant precision deviation entailed,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/NukeFund/NukeFund.sol#L118-L133,26
validation-219,[M-2] `TraitForgeNft::mintToken` and `TraitForgeNft::mintWithBudget` can be front-run allowing a few malicious actors to get all the favourable NFTs with good traits,,Low QA on unneededly expensive VRF,Unsatisfactory,,26
validation-132,Weak PRNG in `initializeAlphaIndices` can be exploitable by users to find out the exact slot and number selection point. index required for the ,,Low QA on unneededly expensive VRF,Unsatisfactory,,26
validation-33,Nuke factor (NFT value) can be calculated beforehand,,Low QA on unneededly expensive VRF,Unsatisfactory,,26
findings-208,Minting with unset entropies,,Low QA on unneededly expensive VRF,Unsatisfactory,,26
findings-25,Bad source of randomness,,Low QA on unneededly expensive VRF,Unsatisfactory,,26
validation-1472,Excess Ether Sent by User Stuck in Contract Leading to Loss of Funds,validation-770,Excess ETH stuck in contract and not refunded,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/279b2887e3d38bc219a05d332cbcb0655b2dc644/contracts/EntityForging/EntityForging.sol#L125-L126,27
validation-1438,Off-By-One Error in Forge and Merge Token Potential Checks,validation-1375,Trivial change to stem yearly leak,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/EntityForging/EntityForging.sol#L87-L90,27
validation-1325,External Call Without Gas Limit (in receive and safeRewardTransfer),,Analyzer: [L-4] External call recipient may consume all transaction gas,Unsatisfactory,,27
validation-1304,`EntropyGenerator::writeEntropyBatch1` and `EntropyGenerator::writeEntropyBatch2` does not check 999999 value correctly,validation-154,More than 1 Golden God per generation,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/279b2887e3d38bc219a05d332cbcb0655b2dc644/contracts/EntropyGenerator/EntropyGenerator.sol#L164,27
validation-1280,`EntityForging::listForForging` allows forge more times than is allowed by forgePotential,validation-1375,Trivial change to stem yearly leak,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/EntityForging/EntityForging.sol#L87-L90,27
validation-1240,Incorrect Calculation of `Forge Potential` in `EntropyGenerator` Contract,validation-295,Logic discrepancy cross contract,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/EntropyGenerator/EntropyGenerator.sol#L153,27
validation-1224,Broken Approvals in `EntityTrading`,,Intended design. QA at best,Unsatisfactory,,27
validation-1120,Forging Limit Bypass Due to Ineffective Comparison Operator,validation-1375,Trivial change to stem yearly leak,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/EntityForging/EntityForging.sol#L87-L90,27
validation-1072,Approved role may not able to get proper functionality of the protocol,,Intended design. QA at best,Unsatisfactory,,27
validation-911,User can forge between his own NFTs,,Commonly known issue using different addresses controlled by the same user,Unsatisfactory,,27
validation-885,Excess ETH is not refunded.,validation-770,Excess ETH stuck in contract and not refunded,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/279b2887e3d38bc219a05d332cbcb0655b2dc644/contracts/EntityForging/EntityForging.sol#L125-L126,27
validation-871,EntityTrading’s implementation can lead to stuck tokens,,Analyzer: [L-12] Unsafe ERC20 operation(s),Unsatisfactory,,27
validation-706,All entities will have 0 entropy,,Low QA on uninitialized entropy,Unsatisfactory,,27
validation-642,mintWithBudget() function doesnt work after 1st generation,validation-96,Will not get past generation 1,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/TraitForgeNft/TraitForgeNft.sol#L215,27
validation-641,TraitForgeNft::mintWithBudget() will always fail after the maxTokensPerGen tokens mint finished,validation-96,Will not get past generation 1,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/TraitForgeNft/TraitForgeNft.sol#L215,27
validation-504,Contracts in scope are intended to be pausable but are not,validation-1354,Missing implementation of pausable functions,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/EntityForging/EntityForging.sol#L10,27
validation-151,reentrancy-eth,,Insufficient proof,Unsatisfactory,,27
validation-143,UniswapV2 integration vulnerabilities must not be present in the codebase,,DAOFund.sol OOS,Unsatisfactory,,27
validation-101,events-maths,,AirDrop.sol os OOS,Unsatisfactory,,27
validation-100,"In the `safeTransferFrom()` function, the `from` parameter must be associated with `msg.sender`",,AirDrop.sol os OOS,Unsatisfactory,,27
validation-1478,Extra division by MAX_DENOMINATOR which leads to incorrect calculation of potentialClaimAmount.,,Insufficient proof alleging the flaw,Unsatisfactory,,28
validation-1453,Predictable Randomization Using keccak256 (Predictable Entropy Generation),,Low QA on unneededly expensive VRF,Unsatisfactory,,28
validation-1350,The forger owner can scam the merger who wants to forge with his token,,Commonly known issue. User mistake considered low QA in this context (unlike #770),Unsatisfactory,,28
validation-1318,Inconsistent State Updates,,Insufficient proof alleging the flaw,Unsatisfactory,,28
validation-1270,Bad source of randomness,,Low QA on unneededly expensive VRF,Unsatisfactory,,28
validation-1239,`EntityForging::forgeWithListed` requires user sends at least `forgingFee` in their call. However any amount greater than `forgingFee` will be trapped in the contract,validation-770,Excess ETH stuck in contract and not refunded,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/279b2887e3d38bc219a05d332cbcb0655b2dc644/contracts/EntityForging/EntityForging.sol#L125-L126,28
validation-1139,Contracts inherit from `Openzeppelin::Pausable` but don't expose pausing/unpausing functionalities,validation-1354,Missing implementation of pausable functions,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/EntityForging/EntityForging.sol#L10,28
validation-1022,Tax fees collected at minting may be burnt,,Low QA on address(0),Unsatisfactory,,28
validation-898,forgeWithListed loss of funds if more than required fee is sent,validation-770,Excess ETH stuck in contract and not refunded,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/279b2887e3d38bc219a05d332cbcb0655b2dc644/contracts/EntityForging/EntityForging.sol#L125-L126,28
validation-801,Overpayment in EntityForging by players due to lack of accounting,validation-770,Excess ETH stuck in contract and not refunded,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/279b2887e3d38bc219a05d332cbcb0655b2dc644/contracts/EntityForging/EntityForging.sol#L125-L126,28
validation-649,No function to pause in TraitForgeNft though it's Pausable,validation-1354,Missing implementation of pausable functions,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/EntityForging/EntityForging.sol#L10,28
validation-555,arbitrary send-eth,,It's msg.sender locked,Unsatisfactory,,28
validation-335,Dev Management Functions in `DevFund` contract Bypass Pause Mechanism,,Intended design on admin functions,Unsatisfactory,,28
validation-291,`fetchListings` could always `timeout/run out of gas` if many forger NFT are listed as the `loop is unbounded`,validation-291,DOS indeed when array has grown to a large size,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/EntityForging/EntityForging.sol#L48-L53,28
validation-45,User can maximize profits by front-running,findings-165,Missing slippage to protect against fron-running,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/NukeFund/NukeFund.sol#L153-L182,28
validation-38,Weak and predictable generation of random indices,,Low QA on unneededly expensive VRF,Unsatisfactory,,28
validation-1482,Misleading lastInitializedIndex Handling (Incorrect Slot Initialization Count),,Insufficient proof alleging the flaw,Unsatisfactory,,29
validation-1471,buyNFT function remains unusable even after contract deployment due to uninitialized nukeFundAddress. ,,Low QA on uninitialized variable,Unsatisfactory,,29
validation-1279, `listedTokenIds `mapping is not updated when a listing is canceled through the `_cancelListingForForging` function,,Inconsequential as !_listingInfo.isListed == true still when relisting,Unsatisfactory,,29
validation-1233,`mintWithBudget()` gets DOSed when `_tokenIds >maxTokensPerGen`,validation-96,Will not get past generation 1,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/TraitForgeNft/TraitForgeNft.sol#L215,29
validation-1061,`EntropyGenerator` has weak prng,,Low QA on unneededly expensive VRF,Unsatisfactory,,29
validation-989,Wrong implementation prevents TraitForgeNft.sol from minting beyond the first generation,validation-1308,Discord: Only airdrop contract will be owned by TraitForgeNft contract. Owner of the other contracts will be our multisig,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/TraitForgeNft/TraitForgeNft.sol#L353,29
validation-887,Golden God generation is not guaranteed,validation-651,Possibly 0 golden gods in a generation,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/279b2887e3d38bc219a05d332cbcb0655b2dc644/contracts/EntropyGenerator/EntropyGenerator.sol#L206-L216,29
validation-754,payable methods  - Calculate developer's share (10%) - would lead to problem.,,msg.value is ETH with 18 decimals,Unsatisfactory,,29
validation-590,Excessive funds are not returned and lost in `EntityForging::forgeWithListed`,validation-770,Excess ETH stuck in contract and not refunded,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/279b2887e3d38bc219a05d332cbcb0655b2dc644/contracts/EntityForging/EntityForging.sol#L125-L126,29
validation-443,"If you want to mint with budget you can't do that when _tokenIds < maxTokensPerGen, but _tokenIds is an nft id and keeps increasing",validation-96,Will not get past generation 1,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/TraitForgeNft/TraitForgeNft.sol#L215,29
validation-365,Users might mint themselves a different generation that expected,,Intended design,Unsatisfactory,,29
validation-317,"""Golden God"" NFT can be placed in the 1st or 2nd entropy batches",validation-154,More than 1 Golden God per generation,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/279b2887e3d38bc219a05d332cbcb0655b2dc644/contracts/EntropyGenerator/EntropyGenerator.sol#L164,29
validation-264, Excesses are not refunded to  mergerTokenId’s owner when the function forgeWithListed is called.,validation-770,Excess ETH stuck in contract and not refunded,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/279b2887e3d38bc219a05d332cbcb0655b2dc644/contracts/EntityForging/EntityForging.sol#L125-L126,29
validation-207,Users can use another address to merge heir tokens,,Commonly known issue using different addresses controlled by the same user,Unsatisfactory,,29
validation-1348,Value can become trapped in the `EntityForging` contract,validation-770,Excess ETH stuck in contract and not refunded,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/279b2887e3d38bc219a05d332cbcb0655b2dc644/contracts/EntityForging/EntityForging.sol#L125-L126,30
validation-1324,Unnecessary Use of Pausable Modifiers in Smart Contracts Without Corresponding Pause/Unpause Functionality,validation-1354,Missing implementation of pausable functions,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/EntityForging/EntityForging.sol#L10,30
validation-1263,Ineffective Validation of Generated Entropy Values Allowing the Occurrence of `999999`,validation-154,More than 1 Golden God per generation,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/279b2887e3d38bc219a05d332cbcb0655b2dc644/contracts/EntropyGenerator/EntropyGenerator.sol#L164,30
validation-1197,Golden God Value (999999) Check Ineffectiveness in `EntropyGenerator` Contract,validation-154,More than 1 Golden God per generation,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/279b2887e3d38bc219a05d332cbcb0655b2dc644/contracts/EntropyGenerator/EntropyGenerator.sol#L164,30
validation-1183,Bad source of randomness,,Low QA on unneededly expensive VRF,Unsatisfactory,,30
validation-1181,`999999` entropy still can appear in `writeEntropyBatch1` and `writeEntropyBatch2`,validation-154,More than 1 Golden God per generation,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/279b2887e3d38bc219a05d332cbcb0655b2dc644/contracts/EntropyGenerator/EntropyGenerator.sol#L164,30
validation-1152,Lack of Functionality to Pause Contracts Render `whenNotPaused` Modifier and `Pausable` Library Redundant,validation-1354,Missing implementation of pausable functions,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/EntityForging/EntityForging.sol#L10,30
validation-1063,Call to non-existing contracts returns success,,Low QA frequently reported by bots in the past,Unsatisfactory,,30
validation-1000,"Pausing of the Airdrop.sol contract will incidentally pause minting, `forge()` and `burn()` of the TraitForgeNft.sol contract",,Expected scenario,Unsatisfactory,,30
validation-901,EntityForging::fetchListings DOS,validation-291,DOS indeed when array has grown to a large size,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/EntityForging/EntityForging.sol#L48-L53,30
validation-855,There can be more than maxTokensPerGen in generation due to incorrect _incrementGeneration function,validation-741,Unneeded reset leads to >10k per generation,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/279b2887e3d38bc219a05d332cbcb0655b2dc644/contracts/TraitForgeNft/TraitForgeNft.sol#L351,30
validation-688,We can exceed the 10th generation,validation-929,newGeneration <= maxGeneration could be in _incrementGeneration() too instead of being limited to forge(),Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/279b2887e3d38bc219a05d332cbcb0655b2dc644/contracts/TraitForgeNft/TraitForgeNft.sol#L350,30
validation-668,Contracts are intended to be pausable but aren't,validation-1354,Missing implementation of pausable functions,Satisfactory,https://github.com/code-423n4/2024-07-traitforge/blob/main/contracts/EntityForging/EntityForging.sol#L10,30
validation-663,Valuable entropies can be frontrun,,Intended design for users to race grab,Unsatisfactory,,30
